1.481421708,1.439463818,1.230831468,1.08531104,1.356933512,2.463663934,2.108491082
1.596452141,1.033761916,1.033597993,1.304625168,1.30506517,1.723174857,1.8059513
0.861880002,1.049292345,0.820018537,1.028468187,1.174567165,1.92543961,2.050115581
0.76307984,0.804584533,0.971095071,0.804601788,0.909213327,1.223151477,1.514270995
0.570967036,0.633363891,0.466583364,0.570872134,0.529488226,1.051267026,0.821726781
0.658908302,0.82541884,0.533574613,0.45041856,0.72170456,0.639790866,0.660064386
0.718341868,0.42653621,0.676422548,0.38488079,0.4893888,0.427974464,0.615054394
0.585546484,0.543588594,0.564133627,0.897802272,0.773572901,0.692747794,0.629255247
1.340629291,1.294419062,1.477386216,1.190725589,1.369590696,1.721545639,1.205985159
2.028443319,2.205123568,2.298466587,2.435440795,2.443672511,2.246029339,2.333990253
2.103452046,2.22663546,1.516446573,1.976815605,1.710861395,1.810025,1.574612984
1.929336482,1.782291018,1.906091551,1.782417893,2.160670738,1.754451766,1.562819564
1.876041632,1.853886303,1.435879131,1.770688127,1.878405565,1.639865902,1.572843696
2.036693522,1.535686607,1.701377533,1.973310595,1.725938918,2.067829056,1.751949721
1.536670141,1.994041373,2.013892146,1.639961675,1.496761535,1.463634138,1.751949721
1.509697119,1.63379657,1.799564636,1.71722921,1.74049647,1.977545172,1.891107119
1.447194196,1.383784879,1.945404788,1.925572285,1.761330778,1.790036404,1.599426814
1.636237643,1.614477656,1.84272936,1.489569251,1.617059814,1.791773067,1.413588734
1.923313912,1.693268705,1.609063651,1.422514057,1.612352248,1.682391539,2.096108817
1.650165896,1.628492692,1.481813642,1.482740844,1.026637854,1.533946391,1.468573558
1.271311664,1.395526825,1.39473614,1.35394144,1.481069648,1.529604732,1.485231144
1.5499472,1.820166436,1.882042597,1.632723643,1.780246157,1.70235186,1.679373367
1.470562812,1.532651107,1.344727712,1.47019183,1.762985081,1.308231025,1.640161484
1.326257338,1.096646043,1.075377823,1.700886636,1.806222885,2.164174297,1.641832173
