1.576271203,1.399807076,1.981157988,1.815975577,1.748357059,1.8776868,2.178030123
1.293239053,1.100182807,1.119878286,1.28739824,1.22199648,1.807807299,2.00022511
0.858772655,0.688834972,1.000679686,1.355360263,1.082809067,1.730113899,1.482989881
0.959890132,0.704330964,0.74486075,0.891546397,0.7219731,1.182778073,1.271024347
0.423792232,0.607711455,0.502803028,0.503350113,0.522308702,0.753071513,0.818750876
0.564038289,0.725165272,0.536517675,0.454025939,0.451127102,0.578583155,0.625160813
0.699718301,0.716310419,0.54876509,0.591080259,0.734703654,0.92408611,0.823668547
1.242922283,1.253966923,1.668643376,1.399289426,1.373339523,1.481834957,1.386326437
4.634017401,4.042799174,3.636229375,3.701323156,3.204322153,3.188870096,4.137417468
10.22780458,8.777960733,8.036033186,8.904423537,8.27540928,6.312167766,7.928180463
7.813742934,7.168707423,5.551804644,6.623754235,5.820656603,6.639600837,7.69422461
8.588724509,6.714515169,6.143615123,6.712358296,5.816002397,7.229917237,7.80770514
8.098347246,5.386849737,6.190210109,6.09285226,5.798645042,6.005899603,7.96221701
7.259410937,6.080239156,5.906731721,5.245106846,5.581897049,6.117455985,7.251128544
7.092736477,6.184410693,5.865063106,5.745130227,5.123542283,6.40913629,7.376134389
6.447386968,5.687511915,5.722883475,6.102576097,5.482352312,6.475112975,6.460588482
6.759901581,5.6458433,5.889557936,5.373375334,5.732364003,6.016758209,6.773103095
6.619141499,5.754442264,5.539668154,5.356933942,5.278061114,6.166938498,6.507174768
8.062302813,6.366189211,6.818514882,6.572979338,5.620088712,5.820569169,5.825723914
7.367150559,7.422097755,6.020371026,6.587224271,5.426502129,5.418207121,6.401708019
5.375191167,5.660947357,6.072140333,5.555360911,4.708005982,4.511481556,5.764384616
4.62364411,4.456593012,4.118889746,4.059619595,4.194375957,3.620383789,4.680869037
3.31770488,2.886986874,2.925774921,3.448771213,3.108089938,3.114287523,3.105870208
2.218566652,2.287219382,2.221701912,2.578123213,2.403775359,2.410261204,2.277415578
